run_id,year,trades,wins,losses,win_rate_pct,profit_factor,net_profit,return_pct,max_drawdown_pct,score
37,2023,107,37,70,34.57943925233645,0.9628856290167295,-21.22804887453284,-2.1228048874532837,14.957500276078466,0.8761823489861085
37,2024,178,69,109,38.764044943820224,1.1168152665680475,110.02166668509801,11.002166668509801,10.36081777177966,1.7819652480737
37,2025,162,68,94,41.9753086419753,1.1968738443843054,161.80195226420463,16.180195226420462,11.74754860541217,1.7111582225870663
37,2026,85,35,50,41.17647058823529,1.0366693489879597,20.543415622888254,2.0543415622888253,9.246703553154195,0.799689866341535
38,2022,179,68,111,37.988826815642454,1.0206614440551658,19.36497548696805,1.9364975486968048,15.016685303841786,1.5526315493009202
38,2023,99,35,64,35.35353535353536,1.030336556442749,16.154568460712568,1.6154568460712566,13.32865475779311,0.8840764884512491
38,2024,171,66,105,38.59649122807017,1.1137126327213267,106.71508113027161,10.671508113027162,9.800961192294519,1.7177943335488135
38,2025,149,65,84,43.624161073825505,1.2856971317305483,224.44645460625713,22.444645460625715,11.649232240467319,1.6925256975498821
38,2026,77,32,45,41.55844155844156,1.0689568608543136,36.45371861574954,3.645371861574954,8.503368519540695,0.7531058301389373
39,2022,177,66,111,37.28813559322034,0.9742185095911192,-24.390554886121976,-2.4390554886121976,19.1556174069299,1.394053662359839
39,2023,97,34,63,35.051546391752574,0.9777529809551365,-11.143199189876176,-1.1143199189876176,15.384392913789888,0.8025116720195439
39,2024,160,66,94,41.25,1.215139462414767,174.84876528023682,17.484876528023683,8.272390356549613,1.7833894123317424
39,2025,140,57,83,40.714285714285715,1.175921706908185,124.91785205979764,12.491785205979763,11.487664694804801,1.4571700698032066
39,2026,73,31,42,42.465753424657535,1.0870461723786997,40.34078176062832,4.034078176062832,8.605405205003978,0.7252560544704193
40,2022,167,63,104,37.72455089820359,0.9900970797363715,-8.846022680880537,-0.8846022680880538,18.758422523087106,1.3432987118382294
40,2023,95,33,62,34.73684210526316,0.8569792722759556,-70.16898439460282,-7.016898439460281,18.660752475551288,0.6622074669342708
40,2024,158,65,93,41.139240506329116,1.2627828179768033,208.4442981777699,20.844429817776987,7.5521137047263975,1.8445173174767262
40,2025,139,55,84,39.568345323741006,1.2357159952732124,161.43189830068772,16.14318983006877,12.809895888119275,1.497616667300169
40,2026,73,32,41,43.83561643835616,1.1642116522928565,76.56551332707663,7.6565513327076635,8.726796523206664,0.7757076873173915
