open_time,open,high,low,close,volume
1675373400000,23759.30,23759.30,23601.30,23710.30,15290.028
1675374300000,23710.30,23717.80,23400.00,23456.00,15325.743
1675375200000,23456.20,23542.10,23365.00,23504.40,14416.465
1675376100000,23504.50,23587.80,23500.00,23524.10,7095.995
1675377000000,23524.00,23575.70,23522.30,23552.80,2756.267
1675377900000,23552.70,23618.10,23519.00,23559.00,3558.855
1675378800000,23559.10,23598.00,23539.00,23571.40,3405.426
1675379700000,23571.30,23571.40,23480.00,23491.30,4435.238
1675380600000,23491.40,23541.60,23460.00,23466.90,3907.147
1675381500000,23467.00,23505.00,23423.20,23493.10,6081.591
1675382400000,23493.00,23581.80,23493.00,23575.00,8225.777
1675383300000,23574.90,23582.00,23548.50,23561.90,1928.093
1675384200000,23561.80,23562.70,23439.50,23522.10,6798.595
1675385100000,23522.10,23564.40,23522.00,23556.40,2048.798
1675386000000,23556.50,23584.90,23536.20,23562.20,2928.607
1675386900000,23562.30,23588.50,23539.00,23576.20,2324.185
1675387800000,23576.30,23592.00,23537.70,23544.30,2016.527
1675388700000,23544.20,23571.50,23524.00,23555.00,1754.427
1675389600000,23555.00,23578.20,23531.30,23532.50,1859.201
1675390500000,23532.50,23547.60,23463.00,23478.60,3907.128
1675391400000,23478.50,23521.00,23412.00,23422.90,5290.646
1675392300000,23422.90,23485.00,23420.80,23477.80,3232.509
1675393200000,23477.80,23494.10,23421.20,23438.30,2516.940
1675394100000,23438.40,23513.40,23413.70,23502.50,4484.456
1675395000000,23502.50,23541.70,23492.20,23525.80,3073.095
1675395900000,23525.90,23535.00,23510.50,23534.90,1484.263
1675396800000,23535.00,23539.40,23509.40,23526.70,1103.161
1675397700000,23526.80,23560.00,23524.50,23537.70,1676.601
1675398600000,23537.60,23568.50,23532.70,23550.60,1886.888
1675399500000,23550.50,23550.60,23510.00,23516.00,1492.032
1675400400000,23516.00,23537.60,23502.50,23536.60,1204.488
1675401300000,23536.60,23551.50,23514.40,23515.70,1157.622
1675402200000,23515.80,23543.00,23515.70,23538.50,1255.004
1675403100000,23538.60,23538.60,23520.00,23527.10,777.987
1675404000000,23526.80,23554.00,23522.90,23551.40,1166.744
1675404900000,23551.30,23551.40,23510.00,23520.80,1186.018
1675405800000,23520.90,23537.40,23517.80,23529.40,797.337
1675406700000,23529.30,23531.60,23507.90,23513.60,1004.801
1675407600000,23513.60,23531.40,23476.50,23527.90,2805.542
1675408500000,23527.50,23547.40,23476.60,23476.70,2336.250
1675409400000,23476.60,23503.00,23450.10,23473.90,3288.466
1675410300000,23474.00,23483.00,23450.00,23457.10,2432.139
1675411200000,23457.10,23474.90,23328.80,23392.60,12160.566
1675412100000,23392.50,23423.00,23352.00,23397.10,5343.447
1675413000000,23397.00,23422.80,23371.90,23402.50,3515.370
1675413900000,23402.50,23435.80,23375.40,23427.90,2829.209
1675414800000,23428.00,23447.10,23403.00,23445.10,3009.866
1675415700000,23445.00,23449.30,23409.90,23431.30,2003.628
1675416600000,23431.20,23448.50,23420.30,23444.00,1816.759
1675417500000,23444.00,23444.10,23412.10,23423.10,1400.851
1675418400000,23423.00,23428.00,23415.00,23417.20,1099.029
1675419300000,23417.20,23417.20,23355.00,23380.10,3607.217
1675420200000,23380.00,23444.00,23368.10,23440.00,2685.560
1675421100000,23440.00,23447.00,23419.20,23437.10,2357.512
1675422000000,23437.10,23447.30,23420.00,23438.00,2245.019
1675422900000,23437.90,23483.90,23424.40,23467.50,4787.403
1675423800000,23467.40,23517.50,23465.60,23513.30,5033.207
1675424700000,23513.20,23540.00,23492.30,23532.90,3890.253
1675425600000,23532.90,23554.90,23507.90,23516.30,3580.609
